2025-05-13 16:30:24,485 - DEBUG - [algo] | Using cached balances (age=40.9s)
2025-05-13 16:33:31,521 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:31,522 - DEBUG - [algo] | Using cached balances (age=47.3s)
2025-05-13 16:33:31,522 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:31,632 - DEBUG - [algo] | Using cached balances (age=47.4s)
2025-05-13 16:33:31,633 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:31,634 - DEBUG - [algo] | Using cached balances (age=47.4s)
2025-05-13 16:33:31,634 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:31,756 - DEBUG - [algo] | Using cached balances (age=47.5s)
2025-05-13 16:33:31,756 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:31,757 - DEBUG - [algo] | Using cached balances (age=47.5s)
2025-05-13 16:33:31,758 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:31,857 - DEBUG - [algo] | Using cached balances (age=47.6s)
2025-05-13 16:33:31,857 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:31,858 - DEBUG - [algo] | Using cached balances (age=47.6s)
2025-05-13 16:33:31,858 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:31,959 - DEBUG - [algo] | Using cached balances (age=47.7s)
2025-05-13 16:33:31,960 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:31,961 - DEBUG - [algo] | Using cached balances (age=47.7s)
2025-05-13 16:33:31,961 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:32,073 - DEBUG - [algo] | Using cached balances (age=47.8s)
2025-05-13 16:33:32,074 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:32,075 - DEBUG - [algo] | Using cached balances (age=47.8s)
2025-05-13 16:33:32,075 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:32,443 - DEBUG - [algo] | Using cached balances (age=48.2s)
2025-05-13 16:33:32,444 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:32,445 - DEBUG - [algo] | Using cached balances (age=48.2s)
2025-05-13 16:33:32,446 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:32,565 - DEBUG - [algo] | Using cached balances (age=48.3s)
2025-05-13 16:33:32,566 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:32,567 - DEBUG - [algo] | Using cached balances (age=48.3s)
2025-05-13 16:33:32,567 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:32,957 - DEBUG - [algo] | Using cached balances (age=48.7s)
2025-05-13 16:33:32,958 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:32,959 - DEBUG - [algo] | Using cached balances (age=48.7s)
2025-05-13 16:33:32,959 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:33,054 - DEBUG - [algo] | Using cached balances (age=48.8s)
2025-05-13 16:33:33,054 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:33,055 - DEBUG - [algo] | Using cached balances (age=48.8s)
2025-05-13 16:33:33,056 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:33,280 - DEBUG - [algo] | Using cached balances (age=49.0s)
2025-05-13 16:33:33,281 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:33,282 - DEBUG - [algo] | Using cached balances (age=49.0s)
2025-05-13 16:33:33,282 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:33,380 - DEBUG - [algo] | Using cached balances (age=49.1s)
2025-05-13 16:33:33,381 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:33,381 - DEBUG - [algo] | Using cached balances (age=49.1s)
2025-05-13 16:33:33,382 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:33,486 - DEBUG - [algo] | Using cached balances (age=49.2s)
2025-05-13 16:33:33,487 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:33,488 - DEBUG - [algo] | Using cached balances (age=49.2s)
2025-05-13 16:33:33,489 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:33,593 - DEBUG - [algo] | Using cached balances (age=49.3s)
2025-05-13 16:33:33,594 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:33,595 - DEBUG - [algo] | Using cached balances (age=49.3s)
2025-05-13 16:33:33,595 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:33,693 - DEBUG - [algo] | Using cached balances (age=49.4s)
2025-05-13 16:33:33,694 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:33,694 - DEBUG - [algo] | Using cached balances (age=49.4s)
2025-05-13 16:33:33,695 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:33,794 - DEBUG - [algo] | Using cached balances (age=49.5s)
2025-05-13 16:33:33,794 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:33,795 - DEBUG - [algo] | Using cached balances (age=49.5s)
2025-05-13 16:33:33,795 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:33,903 - DEBUG - [algo] | Using cached balances (age=49.6s)
2025-05-13 16:33:33,904 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:33,904 - DEBUG - [algo] | Using cached balances (age=49.6s)
2025-05-13 16:33:33,905 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:34,015 - DEBUG - [algo] | Using cached balances (age=49.8s)
2025-05-13 16:33:34,016 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:34,016 - DEBUG - [algo] | Using cached balances (age=49.8s)
2025-05-13 16:33:34,016 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:34,110 - DEBUG - [algo] | Using cached balances (age=49.8s)
2025-05-13 16:33:34,111 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:34,112 - DEBUG - [algo] | Using cached balances (age=49.8s)
2025-05-13 16:33:34,112 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:34,217 - DEBUG - [algo] | Using cached balances (age=50.0s)
2025-05-13 16:33:34,218 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:34,218 - DEBUG - [algo] | Using cached balances (age=50.0s)
2025-05-13 16:33:34,219 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:34,319 - DEBUG - [algo] | Using cached balances (age=50.1s)
2025-05-13 16:33:34,320 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:34,320 - DEBUG - [algo] | Using cached balances (age=50.1s)
2025-05-13 16:33:34,320 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:34,425 - DEBUG - [algo] | Using cached balances (age=50.2s)
2025-05-13 16:33:34,426 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:34,426 - DEBUG - [algo] | Using cached balances (age=50.2s)
2025-05-13 16:33:34,427 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:34,527 - DEBUG - [algo] | Using cached balances (age=50.3s)
2025-05-13 16:33:34,528 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:34,528 - DEBUG - [algo] | Using cached balances (age=50.3s)
2025-05-13 16:33:34,529 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:34,637 - DEBUG - [algo] | Using cached balances (age=50.4s)
2025-05-13 16:33:34,638 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:34,639 - DEBUG - [algo] | Using cached balances (age=50.4s)
2025-05-13 16:33:34,640 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:34,841 - DEBUG - [algo] | Using cached balances (age=50.6s)
2025-05-13 16:33:34,841 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:34,842 - DEBUG - [algo] | Using cached balances (age=50.6s)
2025-05-13 16:33:34,843 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:34,948 - DEBUG - [algo] | Using cached balances (age=50.7s)
2025-05-13 16:33:34,948 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:34,949 - DEBUG - [algo] | Using cached balances (age=50.7s)
2025-05-13 16:33:34,949 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:35,048 - DEBUG - [algo] | Using cached balances (age=50.8s)
2025-05-13 16:33:35,049 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:35,050 - DEBUG - [algo] | Using cached balances (age=50.8s)
2025-05-13 16:33:35,050 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:35,162 - DEBUG - [algo] | Using cached balances (age=50.9s)
2025-05-13 16:33:35,162 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:35,163 - DEBUG - [algo] | Using cached balances (age=50.9s)
2025-05-13 16:33:35,163 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:35,267 - DEBUG - [algo] | Using cached balances (age=51.0s)
2025-05-13 16:33:35,268 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:35,269 - DEBUG - [algo] | Using cached balances (age=51.0s)
2025-05-13 16:33:35,269 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:35,375 - DEBUG - [algo] | Using cached balances (age=51.1s)
2025-05-13 16:33:35,376 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:35,377 - DEBUG - [algo] | Using cached balances (age=51.1s)
2025-05-13 16:33:35,377 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:35,474 - DEBUG - [algo] | Using cached balances (age=51.2s)
2025-05-13 16:33:35,474 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:35,475 - DEBUG - [algo] | Using cached balances (age=51.2s)
2025-05-13 16:33:35,475 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:35,586 - DEBUG - [algo] | Using cached balances (age=51.3s)
2025-05-13 16:33:35,586 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:35,587 - DEBUG - [algo] | Using cached balances (age=51.3s)
2025-05-13 16:33:35,587 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:35,687 - DEBUG - [algo] | Using cached balances (age=51.4s)
2025-05-13 16:33:35,687 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:35,688 - DEBUG - [algo] | Using cached balances (age=51.4s)
2025-05-13 16:33:35,688 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:35,821 - DEBUG - [algo] | Using cached balances (age=51.6s)
2025-05-13 16:33:35,821 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:35,822 - DEBUG - [algo] | Using cached balances (age=51.6s)
2025-05-13 16:33:35,822 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:35,950 - DEBUG - [kclive] | TICK KAS-USDT  1747154015946000000,0.1252,10
2025-05-13 16:33:35,951 - DEBUG - [algo] | Using cached balances (age=51.7s)
2025-05-13 16:33:35,951 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:35,952 - DEBUG - [algo] | Using cached balances (age=51.7s)
2025-05-13 16:33:35,952 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:36,024 - DEBUG - [algo] | Using cached balances (age=51.8s)
2025-05-13 16:33:36,025 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:36,025 - DEBUG - [algo] | Using cached balances (age=51.8s)
2025-05-13 16:33:36,026 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:36,136 - DEBUG - [algo] | Using cached balances (age=51.9s)
2025-05-13 16:33:36,137 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:36,137 - DEBUG - [algo] | Using cached balances (age=51.9s)
2025-05-13 16:33:36,138 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:36,559 - DEBUG - [algo] | Using cached balances (age=52.3s)
2025-05-13 16:33:36,560 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:36,560 - DEBUG - [algo] | Using cached balances (age=52.3s)
2025-05-13 16:33:36,560 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:36,659 - DEBUG - [algo] | Using cached balances (age=52.4s)
2025-05-13 16:33:36,659 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:36,660 - DEBUG - [algo] | Using cached balances (age=52.4s)
2025-05-13 16:33:36,660 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:36,762 - DEBUG - [algo] | Using cached balances (age=52.5s)
2025-05-13 16:33:36,763 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:36,764 - DEBUG - [algo] | Using cached balances (age=52.5s)
2025-05-13 16:33:36,764 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:36,863 - DEBUG - [algo] | Using cached balances (age=52.6s)
2025-05-13 16:33:36,864 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:36,864 - DEBUG - [algo] | Using cached balances (age=52.6s)
2025-05-13 16:33:36,865 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:36,969 - DEBUG - [algo] | Using cached balances (age=52.7s)
2025-05-13 16:33:36,970 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:36,970 - DEBUG - [algo] | Using cached balances (age=52.7s)
2025-05-13 16:33:36,971 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:37,078 - DEBUG - [algo] | Using cached balances (age=52.8s)
2025-05-13 16:33:37,079 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:37,079 - DEBUG - [algo] | Using cached balances (age=52.8s)
2025-05-13 16:33:37,080 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:37,183 - DEBUG - [algo] | Using cached balances (age=52.9s)
2025-05-13 16:33:37,183 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:37,184 - DEBUG - [algo] | Using cached balances (age=52.9s)
2025-05-13 16:33:37,184 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:37,290 - DEBUG - [algo] | Using cached balances (age=53.0s)
2025-05-13 16:33:37,290 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:37,291 - DEBUG - [algo] | Using cached balances (age=53.0s)
2025-05-13 16:33:37,291 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:37,394 - DEBUG - [algo] | Using cached balances (age=53.1s)
2025-05-13 16:33:37,395 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:37,395 - DEBUG - [algo] | Using cached balances (age=53.1s)
2025-05-13 16:33:37,396 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:37,496 - DEBUG - [algo] | Using cached balances (age=53.2s)
2025-05-13 16:33:37,497 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:37,497 - DEBUG - [algo] | Using cached balances (age=53.2s)
2025-05-13 16:33:37,498 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:37,710 - DEBUG - [algo] | Using cached balances (age=53.4s)
2025-05-13 16:33:37,710 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:37,711 - DEBUG - [algo] | Using cached balances (age=53.4s)
2025-05-13 16:33:37,711 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:37,810 - DEBUG - [algo] | Using cached balances (age=53.5s)
2025-05-13 16:33:37,811 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:37,811 - DEBUG - [algo] | Using cached balances (age=53.5s)
2025-05-13 16:33:37,812 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:37,918 - DEBUG - [algo] | Using cached balances (age=53.7s)
2025-05-13 16:33:37,919 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:37,919 - DEBUG - [algo] | Using cached balances (age=53.7s)
2025-05-13 16:33:37,920 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:38,134 - DEBUG - [algo] | Using cached balances (age=53.9s)
2025-05-13 16:33:38,135 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:38,136 - DEBUG - [algo] | Using cached balances (age=53.9s)
2025-05-13 16:33:38,136 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:38,455 - DEBUG - [algo] | Using cached balances (age=54.2s)
2025-05-13 16:33:38,456 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:38,457 - DEBUG - [algo] | Using cached balances (age=54.2s)
2025-05-13 16:33:38,457 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:38,665 - DEBUG - [algo] | Using cached balances (age=54.4s)
2025-05-13 16:33:38,665 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:38,666 - DEBUG - [algo] | Using cached balances (age=54.4s)
2025-05-13 16:33:38,666 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:38,776 - DEBUG - [algo] | Using cached balances (age=54.5s)
2025-05-13 16:33:38,777 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:38,777 - DEBUG - [algo] | Using cached balances (age=54.5s)
2025-05-13 16:33:38,778 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:38,882 - DEBUG - [algo] | Using cached balances (age=54.6s)
2025-05-13 16:33:38,882 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:38,883 - DEBUG - [algo] | Using cached balances (age=54.6s)
2025-05-13 16:33:38,883 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:38,989 - DEBUG - [algo] | Using cached balances (age=54.7s)
2025-05-13 16:33:38,989 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:38,990 - DEBUG - [algo] | Using cached balances (age=54.7s)
2025-05-13 16:33:38,990 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:39,084 - DEBUG - [algo] | Using cached balances (age=54.8s)
2025-05-13 16:33:39,085 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:39,086 - DEBUG - [algo] | Using cached balances (age=54.8s)
2025-05-13 16:33:39,086 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:39,194 - DEBUG - [algo] | Using cached balances (age=54.9s)
2025-05-13 16:33:39,194 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:39,195 - DEBUG - [algo] | Using cached balances (age=54.9s)
2025-05-13 16:33:39,195 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:39,307 - DEBUG - [algo] | Using cached balances (age=55.0s)
2025-05-13 16:33:39,308 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:39,308 - DEBUG - [algo] | Using cached balances (age=55.0s)
2025-05-13 16:33:39,309 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:39,509 - DEBUG - [algo] | Using cached balances (age=55.2s)
2025-05-13 16:33:39,510 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:39,510 - DEBUG - [algo] | Using cached balances (age=55.2s)
2025-05-13 16:33:39,511 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:39,617 - DEBUG - [algo] | Using cached balances (age=55.4s)
2025-05-13 16:33:39,617 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:39,618 - DEBUG - [algo] | Using cached balances (age=55.4s)
2025-05-13 16:33:39,618 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:33:39,722 - DEBUG - [algo] | Using cached balances (age=55.5s)
2025-05-13 16:33:39,722 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:33:39,723 - DEBUG - [algo] | Using cached balances (age=55.5s)
